Using default parameters: 
	- linear edge agents 30
	- agents 900
	- features 3
	- number of possible values for any feature 8000
	- number of iterations 100
	- degree 8
	- delta 0.000000
	- maxSide 0
Initializing Model ... 
Numero di links 7200
pos_features = 500
Simulation 1
14000	7151
15000	7154
16000	7181
17000	7173
18000	7187
19000	7175
20000	7168
21000	7183
22000	7014
23000	7062
24000	6820
25000	6131
26000	5814
27000	5469
28000	4843
29000	4709
30000	4284
31000	4171
32000	4072
33000	3706
Numero di step eseguiti = 33635
Simulation 36
0	7184
1000	7197
2000	7193
3000	7190
4000	7189
5000	7190
6000	7186
7000	7186
8000	7180
9000	7190
10000	7183
11000	7190
12000	7195
13000	7187
14000	7187
15000	7168
16000	7195
17000	7183
Numero di step eseguiti = 17429
Simulation 37
0	7190
Numero di step eseguiti = 177
Simulation 38
0	7189
Numero di step eseguiti = 384
Simulation 39
0	7183
Numero di step eseguiti = 510
Simulation 40
0	7186
Numero di step eseguiti = 796
Simulation 41
0	7190
1000	7192
2000	7190
3000	7187
4000	7191
5000	7193
6000	7187
7000	7183
8000	7181
9000	7183
10000	7183
11000	7184
12000	7183
13000	7180
14000	7169
15000	7183
16000	7155
17000	7163
18000	7136
19000	7144
20000	7137
21000	7056
22000	7188
23000	7069
24000	6917
25000	6709
26000	6503
27000	6046
28000	5430
29000	5166
30000	4565
31000	4432
32000	3985
33000	3643
34000	3456
35000	3217
36000	2786
37000	2823
38000	2643
39000	2665
40000	2651
41000	3180
42000	3950
43000	4157
Numero di step eseguiti = 43300
Simulation 42
0	7187
Numero di step eseguiti = 164
Simulation 43
0	7174
Numero di step eseguiti = 255
Simulation 44
0	7187
1000	7195
2000	7197
3000	7194
4000	7190
5000	7190
6000	7188
7000	7186
8000	7195
9000	7183
10000	7189
11000	7186
12000	7188
13000	7186
14000	7183
15000	7181
16000	7184
17000	7176
18000	7184
19000	7143
20000	7177
21000	7171
22000	7111
23000	6937
24000	6874
25000	6644
26000	6531
27000	6306
28000	5576
29000	5420
30000	4984
31000	4842
32000	4277
33000	3926
34000	3723
35000	3496
36000	3154
37000	3482
38000	4203
Numero di step eseguiti = 38831
Simulation 45
0	7190
1000	7195
2000	7187
Numero di step eseguiti = 2688
Simulation 46
0	7188
1000	7190
2000	7192
3000	7188
4000	7194
5000	7191
6000	7186
7000	7191
8000	7185
9000	7181
10000	7173
11000	7177
12000	7177
13000	7176
14000	7177
15000	7187
16000	7186
17000	7183
18000	7191
19000	7151
20000	7182
21000	7193
22000	7051
23000	6943
24000	6620
25000	6534
26000	5795
27000	5316
28000	5233
29000	5783
30000	7190
31000	7199
32000	5416
Numero di step eseguiti = 32293
Simulation 47
0	7188
Numero di step eseguiti = 191
Simulation 48
0	7185
1000	7197
2000	7192
3000	7187
4000	7184
5000	7193
6000	7192
7000	7190
8000	7191
9000	7192
10000	7184
11000	7177
12000	7169
13000	7160
14000	7167
15000	7065
16000	7125
17000	7171
18000	6994
19000	7174
20000	7189
21000	7070
22000	6085
23000	5587
24000	5596
25000	5167
26000	4741
27000	4285
28000	4207
29000	4366
30000	3718
31000	3625
32000	5414
Numero di step eseguiti = 32098
Simulation 49
0	7190
Numero di step eseguiti = 182
Simulation 50
0	7182
1000	7196
2000	7199
Numero di step eseguiti = 2627
Simulation 51
0	7182
Numero di step eseguiti = 188
Simulation 52
0	7178
Numero di step eseguiti = 768
Simulation 53
0	7186
Numero di step eseguiti = 134
Simulation 54
0	7191
Numero di step eseguiti = 465
Simulation 55
0	7187
1000	7194
2000	7183
3000	7187
4000	7186
5000	7183
6000	7177
7000	7184
8000	7176
9000	7187
10000	7185
11000	7190
12000	7173
13000	7189
14000	7190
15000	7184
16000	7191
17000	7189
18000	7177
19000	7183
20000	7183
21000	7182
22000	7109
23000	7154
24000	7071
25000	6853
26000	6785
27000	6548
28000	5968
29000	5671
30000	5444
31000	5306
32000	6486
33000	7186
34000	6119
35000	4438
36000	5388
Numero di step eseguiti = 36192
Simulation 56
0	7185
Numero di step eseguiti = 102
Simulation 57
0	7187
1000	7197
2000	7196
3000	7196
Numero di step eseguiti = 3186
Simulation 58
0	7186
1000	7186
2000	7191
3000	7192
4000	7189
5000	7191
6000	7190
7000	7190
8000	7184
9000	7190
10000	7190
11000	7175
12000	7188
13000	7177
14000	7171
15000	7139
16000	7078
17000	7163
18000	7005
19000	7005
20000	6909
21000	6652
22000	6492
23000	6322
24000	6245
25000	6088
26000	5292
27000	5087
28000	4675
29000	4477
30000	4222
31000	4070
32000	5858
Numero di step eseguiti = 32352
Simulation 59
0	7185
1000	7194
2000	7191
3000	7193
4000	7189
5000	7190
6000	7185
7000	7182
8000	7171
9000	7179
10000	7165
11000	7160
12000	7171
13000	7170
14000	7167
15000	7152
16000	7158
17000	7166
18000	7167
19000	7146
20000	7155
21000	7169
22000	7109
23000	7078
24000	6777
25000	6432
26000	6067
27000	5803
28000	5104
29000	4710
30000	4420
31000	4300
32000	3594
33000	4130
34000	4948
35000	3035
36000	3211
37000	5112
38000	4688
Numero di step eseguiti = 38538
Simulation 60
0	7179
Numero di step eseguiti = 784
Simulation 61
0	7189
1000	7196
2000	7191
3000	7188
4000	7196
5000	7191
6000	7186
7000	7190
8000	7186
9000	7194
10000	7184
11000	7185
12000	7174
13000	7181
14000	7167
15000	7176
16000	7171
17000	7167
18000	7162
19000	7192
20000	7180
21000	7195
22000	7182
23000	7132
24000	7174
25000	7173
26000	7159
27000	7079
28000	7150
29000	7156
30000	6730
31000	6425
32000	5907
33000	5318
34000	5111
35000	4166
36000	3936
37000	3880
38000	3569
39000	3028
40000	3013
41000	2895
42000	2442
43000	2607
44000	2909
45000	3948
Numero di step eseguiti = 45470
Simulation 62
0	7181
1000	7195
2000	7196
3000	7196
4000	7192
5000	7195
6000	7190
7000	7183
8000	7189
9000	7191
10000	7180
11000	7193
12000	7189
13000	7174
14000	7179
15000	7171
16000	7177
17000	7182
18000	7182
19000	7176
20000	7187
21000	7169
22000	7148
23000	7193
24000	7012
25000	7194
26000	7189
27000	6735
28000	6483
29000	6172
30000	5951
31000	5382
32000	5026
33000	4548
34000	4477
35000	4273
36000	3851
37000	3634
38000	3357
39000	3141
40000	2919
41000	2699
42000	2724
43000	2525
44000	2542
45000	2632
46000	2615
47000	2490
48000	2588
49000	2391
50000	5826
Numero di step eseguiti = 50098
Simulation 63
0	7189
Numero di step eseguiti = 509
Simulation 64
0	7184
Numero di step eseguiti = 270
Simulation 65
0	7187
Numero di step eseguiti = 386
Simulation 66
0	7185
Numero di step eseguiti = 124
Simulation 67
0	7183
1000	7197
Numero di step eseguiti = 1415
Simulation 68
0	7192
1000	7195
2000	7191
3000	7188
4000	7192
5000	7191
6000	7191
7000	7184
8000	7178
9000	7179
10000	7174
11000	7182
12000	7186
13000	7169
14000	7190
15000	7191
16000	7188
17000	7182
18000	7165
Numero di step eseguiti = 18850
Simulation 69
0	7189
Numero di step eseguiti = 540
Simulation 70
0	7188
1000	7198
2000	7194
3000	7196
4000	7193
5000	7187
6000	7179
7000	7180
8000	7174
9000	7167
10000	7182
11000	7173
12000	7179
13000	7170
14000	7159
15000	7157
16000	7162
17000	7182
18000	7166
19000	7150
20000	7156
21000	7186
Numero di step eseguiti = 21612
Simulation 71
0	7180
1000	7194
2000	7193
3000	7187
4000	7185
5000	7187
6000	7189
7000	7190
8000	7177
9000	7184
10000	7184
11000	7181
12000	7186
13000	7180
14000	7180
15000	7160
16000	7140
17000	7153
18000	7140
19000	7187
20000	7176
21000	7135
22000	7171
23000	6830
24000	6241
25000	6506
26000	6435
Numero di step eseguiti = 26218
Simulation 72
0	7178
Numero di step eseguiti = 897
Simulation 73
0	7185
1000	7195
2000	7195
3000	7189
4000	7194
5000	7190
6000	7187
7000	7188
8000	7182
9000	7178
10000	7181
11000	7160
12000	7187
13000	7171
14000	7193
15000	7185
16000	7181
17000	7188
18000	7118
19000	7098
20000	6825
21000	7192
22000	6568
23000	5959
24000	5680
25000	5144
26000	5010
27000	4733
28000	4672
29000	4274
30000	3961
31000	4150
32000	3569
33000	3347
34000	7106
Numero di step eseguiti = 34155
Simulation 74
0	7182
Numero di step eseguiti = 396
Simulation 75
0	7190
Numero di step eseguiti = 123
Simulation 76
0	7183
1000	7194
2000	7192
3000	7186
4000	7191
5000	7193
6000	7191
7000	7194
8000	7188
9000	7192
10000	7173
11000	7180
12000	7168
13000	7175
14000	7176
15000	7172
16000	7192
17000	7185
18000	7179
19000	7182
20000	7128
21000	7119
22000	7177
23000	7073
24000	6653
25000	6295
26000	5623
27000	4928
28000	4649
29000	4501
30000	4186
31000	4076
32000	6154
33000	7196
34000	7088
35000	7196
36000	7181
37000	7199
Numero di step eseguiti = 37734
Simulation 77
0	7186
Numero di step eseguiti = 86
Simulation 78
0	7180
Numero di step eseguiti = 301
Simulation 79
0	7190
1000	7190
2000	7190
3000	7192
4000	7190
5000	7190
6000	7186
7000	7189
8000	7175
9000	7188
10000	7185
11000	7181
12000	7183
13000	7186
14000	7176
15000	7187
16000	7196
17000	7191
18000	7144
19000	7177
Numero di step eseguiti = 19536
Simulation 80
0	7189
1000	7194
2000	7195
3000	7192
4000	7192
5000	7188
6000	7189
7000	7192
8000	7181
9000	7193
10000	7188
11000	7185
12000	7175
13000	7156
14000	7143
15000	7121
16000	7144
17000	7083
18000	7168
19000	6788
20000	6904
21000	6478
22000	6260
23000	6174
24000	5580
25000	5428
26000	4617
27000	4538
28000	4510
29000	4301
30000	5948
Numero di step eseguiti = 30259
Simulation 81
0	7177
1000	7195
2000	7194
3000	7193
4000	7197
5000	7195
6000	7197
7000	7197
8000	7191
9000	7191
10000	7191
11000	7186
12000	7187
13000	7191
14000	7182
15000	7193
16000	7190
17000	7185
18000	7187
19000	7174
20000	7090
21000	7178
22000	7147
23000	7131
24000	7160
25000	7173
26000	7168
27000	7126
28000	7132
29000	7092
30000	6784
31000	6562
32000	6530
33000	6329
34000	4340
35000	4093
36000	3629
37000	3458
38000	3272
39000	3198
40000	3389
41000	4234
Numero di step eseguiti = 41283
Simulation 82
0	7194
1000	7194
2000	7197
3000	7194
4000	7189
5000	7195
6000	7190
7000	7188
8000	7185
9000	7182
10000	7185
11000	7172
12000	7176
13000	7183
14000	7182
15000	7178
16000	7164
17000	7181
18000	7181
19000	7149
20000	7069
21000	6817
22000	6789
23000	6416
24000	5646
25000	5816
26000	6827
27000	5624
28000	7198
29000	7199
Numero di step eseguiti = 29006
Simulation 83
0	7186
Numero di step eseguiti = 167
Simulation 84
0	7185
Numero di step eseguiti = 171
Simulation 85
0	7182
Numero di step eseguiti = 415
Simulation 86
0	7185
1000	7195
2000	7188
3000	7192
4000	7194
5000	7195
6000	7190
7000	7187
8000	7191
9000	7180
10000	7187
11000	7187
12000	7185
13000	7188
14000	7173
15000	7165
16000	7185
17000	7185
18000	7184
19000	7151
20000	7127
21000	7086
22000	7130
23000	7149
24000	6813
25000	6836
26000	6699
27000	5611
28000	5226
29000	4856
30000	4528
31000	4847
32000	4472
33000	3903
34000	3533
35000	3520
36000	4978
Numero di step eseguiti = 36539
Simulation 87
0	7184
1000	7195
2000	7191
3000	7199
4000	7197
5000	7196
6000	7191
7000	7192
8000	7193
9000	7175
10000	7183
11000	7184
12000	7192
13000	7183
14000	7184
15000	7175
16000	7182
17000	7174
18000	7179
19000	7174
20000	7176
21000	7058
22000	7036
23000	7121
24000	7065
25000	7031
26000	6978
27000	6461
28000	6304
29000	6283
30000	5993
31000	5671
32000	4849
33000	4499
34000	4185
35000	3652
Numero di step eseguiti = 35449
Simulation 88
0	7189
Numero di step eseguiti = 357
Simulation 89
0	7181
Numero di step eseguiti = 264
Simulation 90
0	7180
1000	7194
2000	7194
3000	7193
4000	7193
5000	7193
6000	7185
7000	7183
8000	7184
9000	7184
10000	7168
11000	7181
12000	7185
13000	7155
14000	7175
15000	7182
16000	7182
17000	7178
18000	7138
19000	7170
20000	7055
21000	7100
22000	7042
23000	7091
24000	7081
25000	7000
26000	7007
27000	6834
28000	6820
29000	6195
30000	5961
31000	5713
32000	5535
33000	5198
34000	5064
35000	4933
36000	4469
37000	4561
38000	4132
39000	4154
40000	3532
41000	3305
42000	3617
43000	3304
44000	2680
Numero di step eseguiti = 44554
Simulation 91
0	7191
1000	7195
2000	7194
3000	7192
4000	7188
5000	7190
6000	7185
7000	7190
8000	7188
9000	7192
10000	7185
11000	7184
12000	7191
13000	7192
14000	7189
Numero di step eseguiti = 14920
Simulation 92
0	7187
1000	7196
2000	7193
3000	7191
4000	7189
5000	7196
6000	7194
7000	7196
8000	7191
9000	7186
10000	7190
11000	7180
12000	7189
13000	7191
14000	7191
15000	7186
16000	7194
17000	7196
18000	7192
19000	7188
20000	7010
21000	7190
22000	7191
23000	7040
24000	6337
25000	5811
26000	5610
27000	5416
28000	5062
29000	4625
30000	4400
31000	4261
32000	3783
33000	3642
34000	3611
35000	3614
36000	3460
37000	5406
Numero di step eseguiti = 37171
Simulation 93
0	7186
1000	7195
2000	7195
3000	7192
4000	7196
5000	7198
6000	7188
7000	7186
8000	7192
9000	7189
10000	7180
11000	7195
12000	7197
13000	7198
14000	7196
15000	7192
16000	7195
17000	7189
18000	7170
19000	7188
20000	7181
21000	7174
22000	7175
23000	7106
24000	7153
25000	6991
26000	6920
27000	6724
28000	6679
29000	6196
30000	5545
31000	4974
32000	4722
33000	4175
34000	4005
35000	3757
36000	3709
37000	3774
38000	3197
39000	3067
40000	3134
41000	3007
42000	2833
43000	3021
44000	2734
45000	2563
46000	2585
47000	2554
48000	4003
Numero di step eseguiti = 48713
Simulation 94
0	7184
1000	7193
2000	7190
3000	7193
4000	7191
5000	7192
6000	7190
7000	7186
8000	7174
9000	7179
10000	7169
11000	7169
12000	7166
13000	7182
14000	7180
15000	7179
16000	7162
17000	7150
18000	7139
19000	7150
20000	7176
21000	7055
22000	6935
23000	6493
24000	6457
25000	6153
26000	5926
27000	5900
28000	4941
29000	4661
30000	4398
31000	4168
32000	4066
33000	3553
34000	3558
35000	3536
36000	4716
Numero di step eseguiti = 36259
Simulation 95
0	7191
Numero di step eseguiti = 136
Simulation 96
0	7185
Numero di step eseguiti = 401
Simulation 97
0	7184
1000	7195
2000	7192
3000	7193
4000	7193
5000	7190
6000	7184
7000	7177
8000	7193
9000	7187
10000	7188
11000	7186
12000	7168
13000	7186
14000	7189
15000	7188
16000	7194
17000	7188
18000	7184
19000	7186
20000	7134
21000	7120
22000	7013
23000	7028
24000	7106
25000	6947
26000	6990
27000	6975
28000	6857
29000	6755
30000	5414
31000	7091
Numero di step eseguiti = 31012
Simulation 98
0	7186
1000	7195
2000	7192
3000	7194
4000	7196
5000	7185
6000	7183
7000	7183
8000	7192
9000	7188
10000	7181
11000	7191
12000	7190
13000	7186
14000	7192
15000	7161
16000	7180
17000	6867
18000	7035
19000	7182
20000	7187
21000	7175
22000	6738
23000	6831
24000	5846
25000	5646
26000	5441
27000	5261
28000	5391
29000	7199
30000	7199
Numero di step eseguiti = 30498
Simulation 99
0	7187
Numero di step eseguiti = 859
Simulation 100
0	7184
Numero di step eseguiti = 107
pos_features = 2000
Simulation 1
0	7189
Numero di step eseguiti = 672
Simulation 2
0	7192
1000	7196
Numero di step eseguiti = 1624
Simulation 3
0	7193
1000	7197
2000	7195
3000	7192
4000	7192
5000	7191
6000	7183
7000	7185
8000	7173
9000	7157
10000	7148
11000	7174
12000	7172
13000	7188
14000	7184
15000	7177
16000	7181
17000	7169
18000	7191
19000	7173
20000	7168
21000	7149
22000	7052
23000	7071
24000	7156
25000	7129
26000	6554
27000	6353
28000	5951
29000	5605
30000	5041
31000	4180
32000	4813
33000	4569
34000	3847
35000	4239
36000	4495
37000	5249
Numero di step eseguiti = 37464
Simulation 4
0	7188
Numero di step eseguiti = 448
Simulation 5
0	7188
1000	7198
2000	7198
3000	7190
4000	7186
5000	7193
6000	7187
7000	7190
8000	7199
9000	7191
10000	7177
11000	7190
12000	7189
13000	7191
14000	7183
15000	7167
16000	7181
17000	7165
18000	7168
19000	7168
20000	7159
21000	7168
22000	7145
23000	7177
24000	7126
25000	6764
26000	6557
27000	5484
28000	5301
29000	6832
Numero di step eseguiti = 29320
Simulation 6
0	7189
Numero di step eseguiti = 537
Simulation 7
0	7186
Numero di step eseguiti = 170
Simulation 8
0	7191
Numero di step eseguiti = 47
Simulation 9
0	7187
Numero di step eseguiti = 361
Simulation 10
0	7186
1000	7195
2000	7196
3000	7192
4000	7192
5000	7197
6000	7194
7000	7189
8000	7180
9000	7178
10000	7187
11000	7171
12000	7104
13000	7121
14000	7184
15000	7131
16000	7146
17000	7149
18000	7175
19000	7178
20000	7171
21000	7153
22000	7098
23000	7198
24000	6939
25000	6528
26000	6523
27000	5913
28000	5520
29000	5253
30000	4740
31000	4384
32000	3970
33000	3920
34000	3426
35000	3228
36000	3322
37000	2778
38000	3046
39000	3005
40000	2823
41000	2880
42000	4437
Numero di step eseguiti = 42426
Simulation 11
0	7188
Numero di step eseguiti = 785
Simulation 12
0	7184
Numero di step eseguiti = 476
Simulation 13
0	7186
1000	7197
2000	7193
3000	7193
4000	7196
5000	7194
6000	7195
7000	7186
8000	7180
9000	7185
10000	7189
11000	7175
12000	7176
13000	7173
14000	7156
15000	7197
Numero di step eseguiti = 15559
Simulation 14
0	7186
Numero di step eseguiti = 231
Simulation 15
0	7189
Numero di step eseguiti = 863
Simulation 16
0	7186
Numero di step eseguiti = 64
Simulation 17
0	7188
1000	7196
2000	7196
3000	7195
4000	7191
5000	7189
6000	7191
7000	7192
8000	7192
9000	7198
Numero di step eseguiti = 9437
Simulation 18
0	7192
Numero di step eseguiti = 128
Simulation 19
0	7190
1000	7193
2000	7193
3000	7191
4000	7189
5000	7189
6000	7193
7000	7192
8000	7191
9000	7191
10000	7197
11000	7192
12000	7196
13000	7161
14000	7172
15000	7174
16000	7180
17000	7172
18000	7130
19000	7127
20000	7084
21000	7050
22000	6797
23000	6665
24000	6555
25000	6453
26000	5847
27000	5195
28000	4779
29000	4776
30000	5322
Numero di step eseguiti = 30139
Simulation 20
0	7188
1000	7199
Numero di step eseguiti = 1019
Simulation 21
0	7190
1000	7192
2000	7194
3000	7189
4000	7190
5000	7193
6000	7193
7000	7190
8000	7191
9000	7181
10000	7189
11000	7188
12000	7188
13000	7189
14000	7176
15000	7179
16000	7185
17000	7177
18000	7170
19000	7194
20000	7189
21000	7193
22000	7164
23000	7188
24000	7190
Numero di step eseguiti = 24541
Simulation 22
0	7187
Numero di step eseguiti = 151
Simulation 23
0	7192
1000	7197
Numero di step eseguiti = 1475
Simulation 24
0	7190
Numero di step eseguiti = 94
Simulation 25
0	7194
Numero di step eseguiti = 214
Simulation 26
0	7190
1000	7192
2000	7197
3000	7189
4000	7192
5000	7193
6000	7188
7000	7193
8000	7190
9000	7190
10000	7185
11000	7177
12000	7181
13000	7184
14000	7174
15000	7186
16000	7183
17000	7167
18000	7178
19000	7177
20000	7194
21000	7177
22000	7116
Numero di step eseguiti = 22488
Simulation 27
0	7186
Numero di step eseguiti = 309
Simulation 28
0	7189
1000	7198
2000	7189
3000	7184
4000	7182
5000	7178
6000	7185
7000	7187
8000	7171
9000	7187
10000	7188
11000	7183
12000	7179
13000	7178
14000	7189
15000	7181
16000	7172
17000	7179
18000	7174
19000	7126
20000	7117
21000	7131
22000	7005
23000	7135
24000	7191
25000	6579
26000	5998
27000	5559
28000	5273
29000	5104
30000	5030
31000	5321
32000	4191
33000	3955
34000	3573
35000	3502
36000	3414
37000	2556
38000	5319
Numero di step eseguiti = 38968
Simulation 29
0	7189
Numero di step eseguiti = 226
Simulation 30
0	7189
Numero di step eseguiti = 249
Simulation 31
0	7191
1000	7195
Numero di step eseguiti = 1616
Simulation 32
0	7192
1000	7191
2000	7195
3000	7195
4000	7197
5000	7189
6000	7194
7000	7192
8000	7189
9000	7191
10000	7189
11000	7183
12000	7188
13000	7179
14000	7172
15000	7179
16000	7178
17000	7163
18000	7183
19000	7072
20000	7168
21000	7165
22000	6830
23000	7186
24000	7174
25000	6716
26000	5982
27000	5994
28000	5978
29000	5340
30000	4688
31000	4417
32000	4458
33000	3988
34000	7198
35000	7198
36000	6587
37000	7197
38000	7199
39000	5209
40000	7198
41000	7199
42000	6941
43000	7198
Numero di step eseguiti = 43229
Simulation 33
0	7181
Numero di step eseguiti = 967
Simulation 34
0	7186
1000	7197
2000	7199
Numero di step eseguiti = 2388
Simulation 35
0	7184
Numero di step eseguiti = 52
Simulation 36
0	7184
1000	7193
2000	7190
3000	7187
4000	7189
5000	7189
6000	7194
7000	7184
8000	7182
9000	7194
10000	7192
11000	7197
12000	7189
13000	7164
14000	7191
15000	7195
16000	7194
17000	7197
18000	7179
19000	7150
20000	7170
21000	7039
22000	7019
23000	6435
24000	6352
25000	6491
26000	5492
27000	5431
28000	5155
29000	4768
30000	4614
31000	4905
32000	4389
33000	4983
Numero di step eseguiti = 33441
Simulation 37
0	7193
Numero di step eseguiti = 541
Simulation 38
0	7198
Numero di step eseguiti = 97
Simulation 39
0	7187
Numero di step eseguiti = 728
Simulation 40
0	7192
Numero di step eseguiti = 161
Simulation 41
0	7193
Numero di step eseguiti = 112
Simulation 42
0	7188
1000	7195
2000	7194
3000	7192
4000	7190
5000	7185
6000	7192
7000	7184
8000	7188
9000	7184
10000	7187
11000	7176
12000	7185
13000	7157
14000	7186
15000	7176
16000	7178
17000	7185
18000	7083
19000	6804
20000	6863
21000	7168
22000	6330
23000	6127
24000	5489
25000	5375
26000	4819
27000	4238
28000	4042
29000	3740
30000	3487
31000	3479
32000	3396
